VALVESIZE,FIGNO,LIFT,STMDIA,PITCH,LEAD,PACKLOAD,PORT DIA,HDWLDIA,VALFACT,MAX DP,VALMFG,WGT,Notes
2.5,2475,1,0.875,0.167,0.167,1000,2.5,,1.1,275,17,,
6,1603,6.307,1.5,0.25,0.5,1500,6,,0.3,1480,22,,
6,1103,5.906,1.772,0.25,0.25,2500,5.37,,0.3,3705,28,,
14,1503,13.78,1.634,0.25,0.5,2500,13.25,,0.3,285,28,,
12,1503,12.598,1.5,0.25,0.25,1500,12,,0.3,285,28,,
6,3003,6.496,1.25,0.2,0.2,1500,6,,0.3,740,28,,
1,2474,,0.5625,0.125,0.125,1000,1,,1.1,400,30,,
42,3003,44,4,0.25,0.5,4000,40,,0.3,740,22,,
1,GA25,0.9251968,0.75,0.125,0.125,1000,0.5511811,,0.3,3705,27,,
1.5,GY15,1.5,0.875,0.167,0.167,1000,1,10.24,1.1,3705,30,,
1.5,GL08,0.8267716,0.625,0.125,0.125,1000,1.122047,,1.1,1975,27,,
4,9003,4.46,1.25,0.25,0.5,1500,3.87,,0.3,2220,22,,
1,2456,1.390625,0.625,0.125,0.25,1000,1,4.5,0.3,285,1,,
2,GY15,1.06299,0.875,0.167,0.167,1000,1.378,,1.1,3705,27,,
2,GY08,1.063,0.75,0.125,0.125,1000,1.4375,,1.1,1975,27,,
12,1184Y,5,4.25,0.5,0.5,5000,9.37,,1.1,3705,22,,
14,3007,14.22,1.75,0.25,0.5,2500,13.27,,0.2,740,22,,
4,1903,4.33,1.25,0.25,0.5,1500,3.87,16,0.3,2220,22,,
12,9003,12.165,2.25,0.25,0.5,2500,11.12,,0.3,2220,22,,
8,1203,6.85,2.375,0.25,0.5,2500,5.75,,0.3,6170,22,,
4,1103,4.25,1.375,0.25,0.5,1500,3.62,20,0.3,3705,22,,
14,1207,11.26,3.5,0.25,0.5,4000,9.5,,0.2,6170,22,,
8,3007,8.583,1.375,0.25,0.5,1500,8,,0.2,740,22,,
12,6031,4.961,2.75,0.333,0.333,4000,11.75,,1.1,1480,22,,
8,1903,8.346,1.875,0.25,0.5,2500,7.5,,0.3,2220,22,,
8,1103,7.9,2.125,0.25,0.5,2500,7,,0.3,3750,22,,
10,1103,9.843,2.5,0.25,0.5,2500,8.75,,0.3,3705,22,,
1,GY15,0.7874,0.625,0.125,0.125,1000,0.5625,,1.1,3705,27,,
8,1931,2.5984,2.75,0.33333333,0.333333333,4000,7.5,,1.1,2220,22,,
8,1131,1.929,3,0.5,0.5,4000,6.3,,1.1,3705,22,,
6,1931,2.205,2,0.25,0.25,2500,5.75,,1.1,2220,22,,
6,1131,2.205,2.5,0.333,0.333,2500,5.37,,1.1,3705,22,,
16,1931,5,4,0.5,1,4000,14,,1.1,2220,25,,
4,3084,1.378,1.25,0.2,0.2,1500,3.543,,1.1,740,22,,
4,1907,4.33,,,,,,,,,,,
4,1907,4.33,1.25,0.25,0.5,1500,3.87,,0.2,2220,22,,
4,6007,5,1.125,0.167,0.333,1000,4,,0.2,1480,22,,
14,1203,11.26,3.5,0.25,0.5,4000,9.5,,0.3,6170,22,,
4,1631,1.575,1.5,0.25,0.25,1500,3.54,,1.1,1480,22,,
18,1207,14,3.5,0.25,0.5,4000,12.25,,0.2,6170,22,,
2,3031,0.8469685,0.75,0.167,0.167,1000,2,8,1.1,740,22,,
3,3031,1.195,1,0.2,0.2,1000,3,12,1.1,740,22,,
12,1903,12.165,2.25,0.25,0.5,2500,11.12,,0.3,2220,22,,
12,9031,4.055,3.25,0.5,0.5,4000,11.12,,1.1,2220,22,,
20,1903,18.937,3.25,0.25,0.5,4000,17.5,,0.3,2220,22,,
10,1203,7.625,2.5,0.25,0.5,2500,6.5,,0.3,6170,30,,
6,9003,6.75,1.625,0.33333333,0.33333333,2500,5.75,,0.3,2220,22,,
6,1903,6.417,1.625,0.25,0.5,2500,5.75,20,0.3,2220,22,,
12,1203,9.88,3.25,0.25,0.5,4000,8.62,,0.3,6170,22,,
20,1603,19.45,2.75,0.25,0.5,4000,18.25,,0.3,1480,22,,
24,1603,23.31,3,0.25,0.5,4000,22,,0.3,1480,22,,
10,6031,2.402,2.5,0.25,0.25,2500,9.75,,1.1,1480,22,,
3,1231,1.102,1.875,0.25,0.25,2500,2.25,,1.1,6170,22,,
0.25,GL08,0.35,0.375,0.0833,0.0833,1000,0.25,,1.1,1975,27,,
2,GL08,1.4173228,0.75,0.125,0.125,1000,1.4173228,,1.1,1975,27,,
1,GL15,0.649606,0.625,0.125,0.125,1000,0.688976,,1.1,3705,27,,
2,GL15,0.98425196,0.875,0.125,0.125,1000,1.417322,8,1.1,3705,27,,
8,6031,2.205,2.375,0.25,0.25,2500,7.87,,1.1,1480,22,,
3,6031,1.043,1.25,0.2,0.2,1500,3,,1.1,1480,22,,
3,1207,2.913,1.25,0.25,0.5,1500,2.25,,0.2,6170,22,,
3,1203,2.91,1.25,0.25,0.5,1500,2.25,,0.3,6170,22,,
6,1203,5.157,1.875,0.25,0.5,2500,4.37,,0.3,6170,22,,
6,1207,5.157,1.875,0.25,0.5,2500,4.37,,0.2,6170,22,,
26,1603,25.197,3.25,0.25,0.5,4000,23.75,,0.3,1480,22,,
28,1603,27.244,3.375,0.25,0.5,4000,25.5,,0.3,1480,22,,
6,1284Y,1.575,2.75,0.3333,0.3333,4000,4.37,,1.1,6170,22,,
24,1607,23.31,3,0.25,0.5,4000,22,,0.2,1480,22,,
1,1973,1.5625,0.625,0.125,0.25,1000,1,5,0.3,1480,1,,
6,9031,2.16535,2,0.25,0.25,2500,5.75,,1.1,2220,22,,
24,1903,22.48,4,0.25,0.5,4000,21,,0.3,2220,22,,
4,1531,1.378,1.125,0.2,0.2,1500,4,12,1.1,285,22,,
6,1531,1.693,1.25,0.2,0.2,1500,6,16,1.1,285,22,,
2,GL25,1.003937,1.125,0.2,0.2,1500,1.417322,,1.1,6170,27,,
4,1431Y,3.7,2.5,0.25,0.25,2500,2.87,,1.1,11110,30,,
8,1603,8.622,1.625,0.25,0.5,2500,7.87,20,0.3,1480,22,,
8,1607,8.622,1.625,0.25,0.5,2500,7.87,20,0.2,1480,22,,
10,1603,10.75,1.875,0.25,0.5,2500,9.75,25.2,0.3,1480,22,,
0.5,2456,0.96875,0.5,0.1,0.2,1000,0.5,,0.3,270,1,,
2,2456,2.3,0.8125,0.143,0.286,1000,2,,0.3,270,1,,
18,9003,17.047,3,0.25,0.5,4000,15.75,,0.3,2220,22,,
10,9003,10.59,2.125,0.25,0.5,2500,9.37,,0.3,2220,22,,
36,9003,34,4.5,0.25,0.5,5000,32,,0.3,2220,22,,
4,6031,1.375,1.5,0.25,0.25,1500,3.543,17.72,1.1,1480,22,,
4,9031,1.181,1.75,0.25,0.25,2500,3.87,,1.1,2220,22,,
4,1203,3.75,1.375,0.25,0.5,1500,2.87,,0.3,6170,22,,
18,1203,15.375,4,0.25,0.5,4000,12.25,,0.3,6170,22,,
16,1203,13.375,3.875,0.25,0.5,4000,10.87,,0.3,6170,99,,
8,1531,2.5,1.5,0.25,0.25,1500,8,18,1.1,285,22,,
10,1531,2.519,1.625,0.25,0.25,2500,10,20,1.1,285,22,,
12,1531,4.567,1.875,0.25,0.25,2500,12,24,1.1,285,22,,
6,3031,1.929,1.5,0.25,0.25,1500,6,18,1.1,740,22,,
8,3031,2.48,1.75,0.25,0.25,2500,8,22,1.1,740,22,,
10,3031,3.661,2.125,0.25,0.25,2500,10,24,1.1,740,22,,
12,3031,5.709,2.375,0.25,0.25,2500,12,28,1.1,740,22,,
6,6031,2.5,2,0.25,0.25,2500,5.63,,1.1,1480,22,,
10,1903,10.25,2.125,0.25,0.5,2500,9.37,,0.3,2220,22,,
12,1103,11.37,2.75,0.333,0.667,4000,10.37,,0.3,3705,22,,
14,1103,14.29,3,0.25,0.5,4000,11.37,,0.3,3705,22,,
16,1103,16.53,3,0.25,0.5,4000,13,,0.3,3705,22,,
20,6031,9,4.5,0.25,0.25,5000,18.25,,1.1,1470,30,,
2.5,3031,1,0.875,0.167,0.167,1000,2.5,,1.1,740,30,,
18,1903,17,3,0.25,0.5,4000,15.75,,0.3,2220,22,,
10,3086,3,1.75,0.25,0.25,2500,6,,1.1,740,25,,
4,1603,4.567,1.125,0.16666,0.33333,1500,4,,0.3,1480,22,,
2,GAL8,2.027559,0.75,0.125,0.125,1000,1.75,,0.3,1975,27,,
2,GLL8,1.14173228,0.875,0.125,0.125,1000,1.732283,,1.1,1975,27,,
1,GLL8,0.708661417,0.625,0.125,0.125,1000,0.905511,,1.1,1975,27,,
16,6031,4.33,4.25,0.5,0.5,5000,14.75,,1.1,1480,22,,
22,1203,17,4.5,0.5,1,5000,14.87,,0.3,6170,22,,
8,1503,8.75,1.25,0.2,0.2,1500,8,14,0.3,285,30,,
18,1787,19.3,1.811,0.333,0.333,2500,18,,0.3,,6,,
2.5,2447,1.22,0.875,0.2,0.2,1000,2.5,,1.1,740,22,,
2.5,3031,1.22,0.875,0.2,0.2,1000,2.5,10,1.1,740,22,,
12,1284Y,7.875,4.5,0.5,0.5,4000,8.62,,1.1,6170,22,,
0.5,GA15,0.61023622,0.4375,0.125,0.125,1000,0.511811,,0.3,3705,27,,
24,6007,22.75,3,0.25,0.5,4000,22,,0.2,1480,22,,
1,GL25,0.629921259,0.875,0.125,0.125,1000,0.74803149,,1.1,6170,27,,
0.5,GA08,0.610236,0.375,0.125,0.125,1000,0.511811,,0.3,1975,27,,
1.25,GA08,1.062992,0.625,0.125,0.125,1000,0.9448818,,0.3,1975,27,,
1.25,GA15,1.063,0.625,0.125,0.125,1000,0.9448818,,0.3,3705,27,,
0.5,GA25,0.6889763,0.625,0.125,0.125,1000,0.5511811,,0.3,6170,27,,
0.75,GA25,0.689,0.625,0.125,0.125,1000,0.5511811,,0.3,6170,27,,
1.25,GA25,1.161417,0.875,0.125,0.125,1000,0.9842519,,0.3,6170,27,,
1.5,GA25,1.279527,0.875,0.125,0.125,1000,1.1023622,,0.3,6170,27,,
2,GA25,1.673228,1,0.2,0.2,1000,1.4960629,,0.3,6170,27,,
0.5,GAL8,0.61023622,0.375,0.125,0.125,1000,0.511811,,0.3,1975,27,,
0.75,GAL8,0.8070866,0.4375,0.125,0.125,1000,0.7086614,,0.3,1975,27,,
1,GAL8,1.062992,0.625,0.125,0.125,1000,0.9448819,,0.3,1975,27,,
1.25,GAL8,1.279527,0.625,0.125,0.125,1000,1.1417322,,0.3,1975,27,,
1.5,GAL8,1.594488,0.625,0.125,0.125,1000,1.4488188,,0.3,1975,27,,
0.5,GAL5,0.61023622,0.4375,0.125,0.125,1000,0.511811,,0.3,3705,27,,
0.75,GAL5,0.8070866,0.625,0.125,0.125,1000,0.7086614,,0.3,3705,27,,
1,GAL5,1.0629921,0.625,0.125,0.125,1000,0.9448818,,0.3,3705,27,,
1.25,GAL5,1.27952755,0.625,0.125,0.125,1000,1.1417322,,0.3,3705,27,,
1.5,GAL5,1.59448,0.75,0.125,0.125,1000,1.4488188,,0.3,3705,27,,
2,GAL5,2.16535,0.75,0.125,0.125,1000,2.007874,,0.3,3705,27,,
0.5,GL08,0.43307,0.4375,0.125,0.125,1000,0.3937007,,1.1,1975,27,,
1.25,GL08,0.7086614,0.625,0.125,0.125,1000,0.9055118,,1.1,1975,27,,
0.5,GL15,0.4331,0.5,0.125,0.125,1000,0.3937007,,1.1,3705,27,,
1.25,GL15,0.7086614,0.625,0.125,0.125,1000,0.9055118,,1.1,3705,27,,
0.5,GL25,0.511811,0.625,0.125,0.125,1000,0.4330708,,1.1,6170,27,,
0.75,GL25,0.5118,0.625,0.125,0.125,1000,0.5511811,,1.1,6170,27,,
1.25,GL25,0.7874015,1,0.2,0.2,1000,0.9842519,,1.1,6170,27,,
1.5,GL25,0.7874,1,0.2,0.2,1000,1.1023622,,1.1,6170,27,,
0.5,GLL8,0.43307,0.4375,0.125,0.125,1000,0.511811,,1.1,1975,27,,
0.75,GLL8,0.64960629,0.5,0.125,0.125,1000,0.6889763,,1.1,1975,27,,
1.25,GLL8,0.787401,0.625,0.125,0.125,1000,1.1220472,,1.1,1975,27,,
1.5,GLL8,0.98425,0.75,0.125,0.125,1000,1.4173228,,1.1,1975,27,,
0.5,GLL5,0.43307,0.5,0.125,0.125,1000,0.511811,,1.1,3705,27,,
0.75,GLL5,0.6496062,0.625,0.125,0.125,1000,0.6889763,,1.1,3705,27,,
1,GLL5,0.708661,0.625,0.125,0.125,1000,0.9055118,,1.1,3705,27,,
1.25,GLL5,0.8267716,0.75,0.125,0.125,1000,1.1220472,,1.1,3705,27,,
1.5,GLL5,0.94488,0.875,0.125,0.125,1000,1.3779527,,1.1,3705,27,,
2,GLL5,1.181102,0.875,0.125,0.125,1000,1.7322834,7.9,1.1,3705,27,,
4,3031,0.905511811,1.25,0.2,0.2,1500,4,14,1.1,740,22,,
16,6031,6,4.25,0.5,0.5,5000,14.75,,1.1,1480,17,,
2,1103,2.25,1,0.142,0.286,1000,1.87,,0.3,3705,22,,
10,1184,3.307,3.5,0.5,0.5,4000,8.75,,1.1,3705,22,,
3,6003,3.66,1,0.2,0.4,1000,3,,0.3,1480,22,,
4,6003,4.45,1.125,0.166666667,0.33333333,1500,4,,0.3,1480,22,,
8,1107,7.9,2.125,0.25,0.5,2500,7,,0.2,3705,22,,
18,1931,5.75,4.5,0.5,0.5,5000,15.75,,1.1,2220,25,,
18,1984,6,4.5,0.5,0.5,5000,15.75,,1.1,2220,22,,
18,1931,6,4.5,0.5,0.5,5000,15.75,,1.1,2220,22,,
18,1984,5.75,4.5,0.5,0.5,5000,15.75,,1.1,2220,25,,
16,1207,13.375,3.875,0.25,0.5,4000,10.87,,0.2,6170,22,,
3,1103,3.346,1.25,0.25,0.5,1500,3,16,0.3,3705,22,,
18,1603,16.0625,2.375,0.25,0.5,2500,16.5,,0.3,1480,22,,
10,3084,3.66,2.125,0.25,0.25,1500,10,,1.1,740,22,,
14,3084,4.76,2.5,0.3333,0.3333,2500,13.25,,1.1,740,22,,
20,1607,19.45,2.75,0.25,0.5,4000,18.25,,0.2,1480,22,,
16,1107,16.53,3,0.25,0.5,4000,13,,0.2,3705,30,,
2,GY25,1.0625,1.125,0.2,0.2,1500,1.417322,,1.1,6170,27,,
1.5,GY25,0.8125,1,0.2,0.2,1000,1.1023622,,1.1,6170,27,,
1,GY25,0.6875,0.875,0.2,0.2,1000,0.74803149,,1.1,6170,27,,
0.75,GY25,0.5625,0.625,0.125,0.125,1000,0.5511811,,1.1,6170,27,,
0.5,GY25,0.5625,0.625,0.125,0.125,1000,0.4330708,,1.1,6170,27,,
0.5,GY15,0.5,0.5,0.125,0.125,1000,0.3937007,,1.1,3705,27,,
0.75,GY15,0.5,0.5,0.125,0.125,1000,0.511811,,1.1,3705,27,,
1.5,GY15,0.875,0.75,0.125,0.125,1000,1.122047,,1.1,3705,27,,
0.5,GY08,0.5,0.4375,0.125,0.125,1000,0.3937007,,1.1,1975,27,,
0.75,GY08,0.5,0.4375,0.125,0.125,1000,0.511811,,1.1,1975,27,,
1,GY08,0.6875,0.5,0.125,0.125,1000,0.688976,,1.1,1975,27,,
1.5,GY08,0.875,0.625,0.125,0.125,1000,1.122047,,1.1,1975,27,,
2,6031,0.98425,0.875,0.2,0.2,1000,2,10,1.1,1480,22,,
3,1331,1.6535,1.5,0.25,0.25,1500,3,17.72,1.1,3705,22,,
4,1131,1.575,1.75,0.25,0.25,2500,3.62,,1.1,3705,22,,
2.5,1131Y,0.86614,1.5,0.25,0.25,1500,2.25,,1.1,3705,22,,
8,1203,5.5,2.125,0.25,0.5,2500,5,,0.3,6170,30,,
2,9003,2.638,1,0.2,0.4,1000,1.87,,0.3,2220,22,,
8,9003,8.504,1.875,0.25,0.5,2500,7.5,,0.3,2220,22,,
12,250003,10.625,3.25,0.25,0.5,4000,8.62,,0.3,6170,22,,
10,1303,10.25,2.5,0.25,0.5,4000,8.75,,0.3,3705,22,,
1,2447,0.53075,0.5625,0.125,0.125,1000,1,,1.1,720,1,,
14,1903,13.5,2.375,0.25,0.5,2500,12.25,,0.3,2220,22,,
8,1207,6.85,2.375,0.25,0.5,2500,5.75,,0.2,6170,22,,
16,1231Y,3.937,5.5,0.5,0.5,4000,10.87,,1.1,6170,22,,
24,1103,21.339,5,0.5,1,5000,19.62,,0.3,3705,22,,
2,1531,0.9330708,0.75,0.16666,0.1666,1000,2,8,1.1,285,22,,
3,1531,1,1,0.2,0.2,1000,2.71,12,1.1,285,22,,
4,1207,3.75,1.375,0.25,0.5,1500,2.87,,0.2,6170,22,,
24,1107,21.339,5,0.5,1,5000,19.62,,0.2,3705,22,,
20,1107,18,4.25,0.25,0.5,5000,16.37,,0.2,3705,22,,
22,1603,21.12,2.75,0.25,0.5,4000,20.12,,0.3,1480,30,,
22,1607,21.12,2.75,0.25,0.5,4000,20.12,,0.2,1480,30,,
1.5,1983,0.875,0.75,0.14285,0.143,1000,1.5,,1.1,1480,1,,
4,3003,4.5,1,0.143,0.286,1000,1,,0.3,740,30,,
2,1231,0.866,1.625,0.25,0.25,2500,1.5,,1.1,6170,22,,
4,1231,1.06299,2.125,0.25,0.25,2500,2.87,,1.1,6170,22,,
3,1603,3.386,1,0.167,0.333,1000,3,,0.3,1480,30,,
12,1603,12.45,2,0.25,0.5,2500,11.75,26.75,0.3,1480,22,,
14,1603,14.54,2.25,0.25,0.5,2500,12.87,,0.3,1480,22,,
2.5,1184Y,0.86614,1.5,0.25,0.25,1500,2.25,,1.1,3705,22,,
3,9003,3.701,1.125,0.2,0.4,1500,2.87,,0.3,2220,22,,
2,2714,2.37875,0.75,0.125,0.25,1000,2,,0.3,300,1,,
3,1903,3.386,1.125,0.167,0.333,1500,2.87,,0.3,2220,22,,
2.5,1103,2.8,1.125,0.166666667,0.33333333,1500,2.25,,0.3,3705,22,,
2.5,1131,0.787,1.5,0.25,0.25,1500,2.05,,1.1,3705,22,,
2.5,1903,2.8,1.125,0.166666667,0.33333333,1500,2.25,,0.3,2220,22,,
8,6007,9.125,1.625,0.2,0.4,2500,8,22,0.2,1480,22,,
2,PG15,1.59448,0.75,0.125,0.125,1000,1.4488,,0.2,3705,27,,
6,3084,2,1.5,0.25,0.25,1500,5.315,,1.1,740,22,,
8,3084,2.5,1.875,0.25,0.25,2500,7.165,,1.1,740,22,,
12,3084,5.6693,2.375,0.25,0.25,2500,12,,1.1,740,22,,
30,1903,27.913,4.75,0.5,1,5000,26.25,,0.3,2220,22,,
30,1907,27.913,4.75,0.5,1,5000,26.25,,0.2,2220,22,,
12,1907,12.165,2.25,0.25,0.5,2500,11.12,,0.2,2220,22,,
6,1231,1.299,2.75,0.3333,0.33333,4000,4.37,,1.1,6170,22,,
10,1107,9.9,2.5,0.25,0.5,2500,8.75,,0.2,3705,22,,
10,1131,3.307,3.5,0.5,0.5,4000,7.88,,1.1,3705,22,,
16,1903,15.276,2.5,0.25,0.5,2500,14,,0.3,2220,22,,
2.5,1203,2.913,1.25,0.25,0.5,1500,1.87,,0.3,6170,22,,
3,1131,1.26,1.625,0.25,0.25,2500,2.677,,1.1,3705,22,,
2,1931,1.2992,1.25,0.2,0.2,1500,1.6535,,1.1,2220,22,,
3,1931,1.01625,1.5,0.25,0.25,1500,2.71,,1.1,2220,22,,
12,1984,3.5,3.5,0.25,0.25,4000,10,,1.1,2220,17,,
3,11323,2.875,1.125,0.2,0.4,1500,2.375,,0.3,3705,30,,
4,1107,4.25,1.375,0.25,0.5,1500,3.62,,0.2,3705,22,,
2.5,1531,0.82677165,1,0.2,0.2,1000,2.5,10,1.1,285,22,,
3,1107,3.346,1.25,0.25,0.5,1500,3,,0.2,3705,22,,
10,1907,10.25,2.125,0.25,0.5,2500,9.37,,0.2,2220,22,,
2.5,6033,0.866141732,1.125,0.2,0.2,1500,2.2,11.8,1.1,1480,30,,
1.5,AN25,0.7874,1,0.2,0.2,1000,1.1023622,,1.1,6170,30,,
3,2475,1.0236,1,0.2,0.2,1000,2.71,,1.1,275,22,,
20,1103,18,4.25,0.25,0.5,5000,16.378,,0.3,3705,22,,
4,1931,1.69291,1.75,0.25,0.25,2500,3.54,,1.1,2220,22,,
12,1407,9,3.75,0.25,0.5,4000,7.75,,0.2,11110,30,,
8,1503,8.875,1.375,0.25,0.5,1500,8,14,0.3,285,31,310,
10,1207,8.25,2.875,0.25,0.5,4000,7.25,,0.2,6170,22,,
3,1131Y,1.375,1.5,0.25,0.25,1000,2.75,17.7,1.1,3705,22,,
3,1603,3.385,1,0.142857143,0.285714286,1000,3,12,0.3,1480,22,,
2,1631,1.299212598,0.875,0.16667,0.16667,1000,1.771653543,9.84,1.1,1480,22,,
54,1503,53.622,4.25,0.5,1,4000,51.75,,0.3,285,22,,
60,1503,59.646,4.5,0.5,1,4000,57.5,,0.3,285,22,,
72,1503,71,5,0.5,1,4000,69,,0.3,285,22,,
12,1403,7.5,3.5,0.25,0.5,4000,6.5,,0.3,11110,30,,
3,1231Y,1.102,1.875,0.25,0.25,2500,2.25,22,1.1,6170,22,,
2,1231Y,0.7874,1.625,0.25,0.25,2500,1.5,,1.1,6170,22,,
8,1631,3.18897,2.375,0.333333333,0.333333333,2500,7.17,,1.1,1480,22,,
2,GY26,1.0625,1.125,0.2,0.2,1500,1.417322,,1.1,6610,27,,
6,1231Y,1.969,3,0.5,0.5,4000,4.37,,1.1,6170,22,,
4,1407,4,1.375,0.25,0.5,1500,2.5,,0.2,11110,99,,
2,GA26,1.673228,1,0.2,0.2,1000,1.4960629,,0.3,6170,27,,
4,1407,2.5,1.5,0.25,0.5,1500,2.125,,0.2,11110,30,,
2.5,1231,0.70866,1.625,0.25,0.25,2500,1.87,,1.1,6170,22,,
12,120033,8,4,0.25,0.25,4000,9.75,,1.1,4940,1,,
8,9031,,2.5,0.5,0.5,2500,6.654,,1.1,2220,22,,
8,1184,1.929,3,0.5,0.5,4000,7,,1.1,3705,22,,
12,3003,13,1.732,0.285714,0.285714,2500,12,,0.3,740,9,,
16,3031,,2.75,0.33333,0.33333,4000,14.37,,1.1,740,22,,
3,1907,3.5,1.125,0.167,0.333,1500,2.87,,0.2,2220,22,,
2,1903,2.323,1,0.143,0.286,1000,1.87,,0.3,2220,22,,
6,16086,2.5,1.875,0.25,0.25,2500,5.31,,1.1,1480,22,,
16,1984Y,5.315,4,0.5,0.5,4000,12.6,,1.1,2220,22,,
18,1984Y,5.984,4.5,0.5,0.5,5000,14.2,,1.1,2220,22,,
6,6084,2.5984,1.75,0.25,0.25,2500,5.5906,,1.1,1480,17,,
12,6084,3.5,2.375,0.33333333,0.33333333,4000,11,,1.1,1480,17,,
16,1284Y,3.937,5.5,0.5,0.5,4000,10.87,,1.1,6170,22,,
14,1284Y,3.898,4.5,0.5,0.5,4000,9.06,,1.1,6170,22,,
2,2475,1.693,1.25,0.2,0.2,1500,5.31,7.87,1.1,270,22,,
6,2475,1.693,1.25,0.2,0.2,1500,5.31,,1.1,270,22,,
22,1131,7,6,0.5,0.5,6000,18,,1.1,3705,30,,
2,1531,,0.75,0.166666667,0.166666667,1000,1.65,,1.1,290,30,,
18,1103,16.142,3.5,0.25,0.5,4000,14.62,,0.3,3705,22,,
6,1131Y,2.205,2.5,0.33333,0.3333,2500,4.85,,1.1,3705,22,,
2,1603,2.323,1,0.142285714,0.285714286,1000,1.87,,0.3,1480,22,,
10,1131Y,3.583,3.5,0.5,0.5,4000,7.87,,1.1,3705,22,,
10,1231Y,3.583,3.5,0.5,0.5,4000,7.25,,1.1,6170,22,,
2.5,1603,2.953,1,0.142857143,0.285714286,1000,2.5,,0.3,1480,22,,
6,1107,6.1,1.75,0.25,0.5,2500,5.37,,0.2,3705,22,,
14,3084,4.1339,2.25,0.33333,0.33333,2500,11.969,,1.1,740,25,,
20,9003,18.5,3,0.25,0.5,4000,17.5,,0.3,2220,30,,
24,9003,22,4,0.25,0.5,4000,21,,0.3,2220,22,,
2.5,1103,2.40625,1,0.16666,0.33333,1000,1.9375,,0.3,3705,30,,
4,2475,1.4173,1.125,0.2,0.2,1500,3.937,,1.1,275,22,,
2,1131,0.86614,1.25,0.2,0.2,1500,1.89,,1.1,3705,22,,
26,1607,25.197,3.25,0.25,0.5,4000,23.75,,0.2,1480,22,,
8,1131Y,2.528,3,0.5,0.5,4000,6.3,,1.1,3705,22,,
2,1607,2.323,1,0.142285714,0.285714286,1000,1.87,,0.2,1480,22,,
2.5,1607,2.953,1,0.142857143,0.285714286,1000,2.5,,0.2,1480,22,,
3,1607,3.385,1,0.142857143,0.285714286,1000,3,12,0.2,1480,22,,
4,1607,4.567,1.125,0.16666,0.33333,1500,4,,0.2,1480,22,,
6,1607,6.307,1.5,0.25,0.5,1500,6,,0.2,1480,22,,
10,1607,10.75,1.875,0.25,0.5,2500,9.75,25.2,0.2,1480,22,,
12,1607,12.45,2,0.25,0.5,2500,11.75,26.75,0.2,1480,22,,
14,1607,14.54,2.25,0.25,0.5,2500,12.87,,0.2,1480,22,,
3,1631,1.34,1.125,0.2,0.2,1500,2.717,,1.1,1480,22,,
16,1603,16,2.375,0.25,0.5,2500,14.75,,0.3,1480,22,,
12,1103,10.2,2.875,0.166666667,0.33333333,4000,8.86,,0.3,3705,99,,
1.5,3003,2,0.75,0.125,0.25,1000,1.5,,0.3,740,1,,
12,1131,3.74,4.25,0.5,0.5,5000,9.37,,1.1,3705,22,,
10,2456,,1.25,0.2,0.2,1500,10,,0.3,275,2,,
10,6086,3.15,2.375,0.33333333,0.33333333,2500,9.76,,1.1,1480,17,,
20,3031,6.75,3.75,0.5,0.5,4000,17.5,,1.1,740,25,,
16,1184,5,4.75,0.5,0.5,5000,13,,1.1,3705,99,,
20,1184,6.5,6.25,0.5,0.5,5000,16.37,,1.1,3705,99,,
0.5,2474,,0.437,0.083,0.083,1000,0.5,3,1.1,400,1,,
16,3007,16.125,1.875,0.25,0.5,2500,15.25,25.2,0.2,740,22,,
26,1907,25,4.25,0.25,0.5,5000,22.75,,0.2,2220,22,,
12,1231Y,7.875,4.5,0.5,0.5,4000,8.62,,1.1,6170,22,,
16,1203,12.638,3.75,0.25,0.5,5000,10.87,,0.3,6170,22,,Not Created Info received from Davis 5-7-15 JJB
24,1203,18.976,5.25,0.5,1,5000,16.26,,0.3,6170,22,,Not Created Info received from Davis 5-7-15 JJB
10,1931,3.504,3,0.5,0.5,5000,9.37,,1.1,2220,22,,Not Created Info received from Davis 5-7-15 JJB
10,1931Y,3.504,3,0.5,0.5,5000,9.37,,1.1,2220,22,,Not Created Info received from Davis 5-7-15 JJB
12,1931,3.543,3.5,0.5,0.5,5000,11.14,,1.1,2220,22,,Not Created Info received from Davis 5-7-15 JJB
12,1931Y,3.543,3.5,0.5,0.5,5000,11.14,,1.1,2220,22,,Not Created Info received from Davis 5-7-15 JJB
6,3007,6.75,1.25,0.2,0.4,1500,6,14,0.2,740,1,320,
2,6003,2.675,0.75,0.143,0.2857,1000,2,,0.3,1480,22,,
12,1631,3.7402,3,0.5,0.5,5000,11.75,,1.1,1480,22,,
16,1631,4.409,4.25,0.5,0.5,5000,14.75,,1.1,1480,22,,
4,1303,4.37,1.375,0.25,0.25,4000,3.62,16,0.3,3705,22,,
3,3007,3.5,0.875,0.142857143,0.285714286,1000,3,9,0.2,740,22,110,
12,3007,13,1.625,0.25,0.5,2500,12,20,0.2,740,22,1230,
0.75,2475,0.5,0.5,0.1,0.1,1000,0.75,3.5,1.1,275,1,,
3,GA08,2.165,0.75,0.125,0.125,1000,2,,0.3,1975,27,,
8,1284y,2.5,3.5,0.5,0.5,2500,5.75,,1.1,6250,22,,
8,1231y,2.5,3.5,0.5,0.5,2500,5.75,,1.1,6250,22,,
6,6003,7,1.575,0.285714286,0.285714286,2000,6,,0.3,1480,9,,
