VALVESIZE,FIGNO,LIFT,STMDIA,PITCH,LEAD,PACKLOAD,PORT DIA,HDWLDIA,VALFACT,MAX DP,VALMFG,WGT,Notes
6,1231Y,2.76,2.25,0.33333333,0.33333333,2500,4.33,,1.1,6170,5,,
12,1284Y,5.9,4,0.5,0.5,4000,7.87,,1.1,6170,5,,
8,1231,3.15,2.75,0.33333333,0.33333333,4000,5.51,,1.1,6170,5,,
0.5,GA25,0.551,0.625,0.125,0.125,1000,0.39,5.51,0.3,6170,14,5.7,
0.75,GA25,0.748,0.75,0.166666667,0.166666667,1000,0.55,7.87,0.3,6170,14,8.8,
1,GA25,0.945,0.75,0.167,0.167,1000,0.71,7.87,0.3,6170,14,13,
1.5,GA25,1.417,0.875,0.167,0.167,1000,1.22,10.24,0.3,6170,14,22,
2,GL25,1.26,1,0.2,0.2,1000,1.33,13.77,1.1,6170,14,77.7,
0.5,GL25,0.394,0.625,0.125,0.126,1000,0.39,5.51,1.1,6170,14,13,
0.75,GL25,0.63,0.75,0.166666667,0.167,1000,0.51,7.87,1.1,6170,14,18.3,
1,GL25,0.787,0.75,0.167,0.167,1000,0.71,7.87,1.1,6170,14,21.3,
1.5,GL25,1.181,0.875,0.167,0.167,1000,0.98,10.24,1.1,6170,14,59,
2,GA25,1.732,1,0.2,0.2,1000,1.44,13.78,0.3,6170,14,63.8,
0.5,GL45,0.394,0.625,0.125,0.125,1000,0.28,6.89,1.1,11110,14,9,
0.75,GL45,0.472,0.75,0.166666667,0.167,1000,0.43,7.87,1.1,11110,14,13.6,
1,GL45,0.709,0.875,0.167,0.167,1000,0.55,10.24,1.1,11110,14,26,
1.5,GL45,1.142,1,0.2,0.2,1000,0.98,13.78,1.1,11110,14,61.6,
2,GL45,1.26,1,0.2,0.2,1000,1.18,13.78,1.1,11110,14,92.4,
0.5,GA45,0.551,0.625,0.125,0.125,1000,0.31,6.89,0.3,11110,14,9,
0.75,GA45,0.748,0.75,0.167,0.167,1000,0.43,7.87,0.3,11110,14,13.6,
1,GA45,0.945,0.875,0.167,0.167,1000,0.59,10.24,0.3,11110,14,26,
1.5,GA45,1.417,1,0.2,0.2,1000,0.98,13.78,0.3,11110,14,61.6,
2,GA45,1.496,1,0.2,0.2,1000,1.22,13.78,0.3,11110,14,92.4,
2,3031,1.13,0.787,0.166666667,0.166666667,1000,2,,1.1,740,8,,
2.5,3031,1.05,0.945,0.2,0.2,1000,2.5,,1.1,740,8,,
3,3031,1.74,1.024,0.2,0.2,1500,3,,1.1,740,8,,
4,3031,2.244,1.26,0.25,0.25,1500,4,12,1.1,740,8,,
5,3031,,,,,,5,,1.1,740,8,,
6,3031,2.65,1.811,0.33333333,0.33333333,2500,6,,1.1,740,8,,
8,3031,2.59,1.654,0.285714286,0.285714286,2500,8,,1.1,740,8,,
10,3031,3.94,1.89,0.33333333,0.33333333,2500,9.8,,1.1,740,8,,
12,3031,4.37,1.89,0.33333333,0.33333333,2500,11.8,,1.1,740,8,,
16,1231,6.3,4.5,0.5,0.5,5000,9.84,,1.1,6170,5,,
1.5,6031,1.09,0.787,0.166666667,0.166666667,1000,1.5,8,1.1,1480,8,,
2,6031,0.83,0.945,0.2,0.2,1000,2,10,1.1,1480,8,,
2.5,6031,,1.024,0.2,0.2,1500,2.5,12,1.1,1480,8,,
3,6031,1.23,1.181,0.25,0.25,1500,3,14,1.1,1480,8,,
4,6031,1.79,1.26,0.25,0.25,1500,4,14,1.1,1480,8,,
6,6031,2.76,1.654,0.285714286,0.285714286,2500,6,18,1.1,1480,8,,
8,6031,3.84,1.89,0.33333333,0.33333333,2500,8,18,1.1,1480,8,,
10,6031,4.83,2.126,0.33333333,0.33333333,2500,10,,1.1,1480,8,,
12,6031,5.04,2.126,0.33333333,0.33333333,2500,11.5,,1.1,1480,8,,
6,1603,6.825,1.5,0.25,0.25,1500,6,,0.3,1480,2,,
12,1503,12.6,1.5,0.25,0.25,1500,12,17.72,0.3,285,7,,
14,1503,13.9,1.625,0.25,0.25,2500,13.25,19.69,0.3,285,7,,
16,1503,15.9,1.75,0.25,0.25,2500,15.25,22.05,0.3,285,7,,
18,1503,18.1,1.875,0.25,0.25,2500,17.25,22.05,0.3,285,7,,
20,1503,20.2,2,0.25,0.25,2500,19.25,24.8,0.3,285,7,,
24,1503,24,2.25,0.33333333,0.33333333,2500,23.25,24.8,0.3,285,7,,
26,1503,27.1,2.5,0.33333333,0.33333333,2500,25,29.53,0.3,285,7,,
28,1503,28,2.5,0.33333333,0.33333333,2500,27,29.53,0.3,285,7,,
0.5,2475,,0.4375,0.083333333,0.083333333,1000,0.5,,1.1,275,1,,
1,2475,0.5,0.5625,0.125,0.125,1000,1,,1.1,275,1,,
1.5,2475,,0.6875,0.142285714,0.142285714,1000,1.5,,1.1,275,1,,
2,2475,1,0.75,0.142285714,0.142285714,1000,2,7.87,1.1,275,1,,Same as 2474
30,1503,29.8,2.5,0.33333333,0.33333333,2500,29.1,39.37,0.3,285,7,,
36,1503,35.5,2.75,0.33333333,0.33333333,4000,34.5,39.37,0.3,285,7,,
0.5,2456,0.75,0.4375,0.083333333,0.083,1500,0.5,3.94,0.3,275,7,,
0.75,2456,0.98,0.4375,0.083,0.083,1000,0.75,3.94,0.3,275,7,,
1,2456,1.38,0.5,0.1,0.1,1000,1,4.72,0.3,275,7,,
1.5,2456,2.08,0.5625,0.1,0.1,1000,1.5,6.3,0.3,275,7,,
2,2456,2.57,0.625,0.125,0.125,1000,2,7.09,0.3,275,7,,
2.5,2456,2.8,0.625,0.125,0.125,1000,2.5,7.09,0.3,275,7,,
3,2456,3.5,0.75,0.166666667,0.167,1000,3,7.87,0.3,275,7,,
4,2456,4.6,0.875,0.166666667,0.167,1000,4,8.86,0.3,275,7,,
5,2456,5.2,1,0.2,0.2,1000,5,9.84,0.3,275,7,,
6,2456,6.5,1,0.2,0.2,1000,6,9.84,0.3,275,7,,
8,2456,8.5,1.125,0.2,0.2,1500,8,11.81,0.3,275,7,,
0.5,2467,0.75,0.4375,0.083,0.083,1000,0.5,3.94,0.3,720,7,,
0.75,2467,0.98,0.4375,0.083,0.083,1000,0.75,3.94,0.3,720,7,,
1,2467,1.38,0.625,0.125,0.125,1000,1,7.09,0.3,720,7,,
1.5,2467,1.81,0.75,0.166666667,0.166666667,1000,1.5,7.87,0.3,720,7,,
2,2467,2.27,0.75,0.166666667,0.166666667,1000,2,7.87,0.3,720,7,,
2.5,2467,2.8,0.75,0.166666667,0.166666667,1000,2.5,7.87,0.3,720,7,,
3,2467,3.6,0.875,0.166666667,0.166666667,1000,3,8.86,0.3,720,7,,
10,2456,10.6,1.25,0.2,0.2,1500,10,13.78,0.3,275,7,,
12,2456,12.1,1.375,0.2,0.2,1500,12,15.75,0.3,275,7,,
14,2456,14.3,1.625,0.25,0.25,2500,13.25,19.69,0.3,275,7,,
16,2456,16.3,1.75,0.25,0.25,2500,15.25,22.05,0.3,275,7,,
18,2456,18.3,1.875,0.25,0.25,2500,17.25,22.05,0.3,275,7,,
20,2456,20.5,2,0.25,0.25,2500,19.25,24.8,0.3,275,7,,
4,2467,4.6,1,0.2,0.2,1000,4,9.84,0.3,720,7,,
6,2467,6.5,1.25,0.2,0.2,1500,6,13.78,0.3,720,7,,
8,2467,8.5,1.375,0.25,0.25,1500,8,15.75,0.3,720,7,,
10,2467,10.3,1.5,0.25,0.25,1500,10,17.72,0.3,720,7,,
12,2467,12.3,1.625,0.25,0.25,2500,12,19.69,0.3,720,7,,
14,3003,14.3,1.75,0.25,0.25,2500,13.25,22.05,0.3,720,7,,
16,2467,16.3,1.875,0.25,0.25,2500,15.25,24.8,0.3,720,7,,
0.5,2475,0.47,0.5,0.1,0.1,1000,0.75,3.94,1.1,275,7,,
24,2456,24,2.25,0.33333333,0.33333333,2500,23.25,29.53,0.3,275,7,,
0.75,2475,0.47,0.5,0.1,0.1,1000,0.75,3.94,1.1,275,7,,
1,2475,0.71,0.625,0.125,0.125,1000,1,4.72,1.1,275,7,,
1.5,2475,0.67,0.75,0.166666667,0.166666667,1000,1.52,7.87,1.1,275,7,,
2,3003,2.5,0.75,0.166666667,0.166666667,1000,2,7.87,0.3,740,7,,
2.5,3003,3.3,0.75,0.166666667,0.166666667,1000,2.5,7.87,0.3,740,7,,
3,3003,3.6,0.875,0.166666667,0.166666667,1000,3,8.86,0.3,740,7,,
4,3003,4.6,1,0.2,0.2,1000,4,9.84,0.3,740,7,,
5,3003,5.8,1.125,0.2,0.2,1500,5,11.81,0.3,740,7,,
6,3003,6.4,1.25,0.2,0.2,1500,6,13.78,0.3,740,7,,
8,3003,9.2,1.375,0.25,0.25,1500,8,15.75,0.3,740,7,,
10,3003,10.6,1.5,0.25,0.25,1500,10,17.72,0.3,740,7,,
12,3003,12.6,1.625,0.25,0.25,2500,12,19.69,0.3,740,7,,
14,3003,14.2,1.75,0.25,0.25,2500,13.3,22.05,0.3,740,7,,
16,3003,16.1,1.875,0.25,0.25,2500,15.2,24.8,0.3,740,7,,
18,3003,17.8,2,0.25,0.25,2500,17,24.8,0.3,740,7,,
20,3003,19.7,2.125,0.25,0.25,2500,19,29.53,0.3,740,7,,
24,3003,24.3,2.5,0.33333333,0.33333333,2500,23,29.53,0.3,740,7,,
36,3003,35.5,3.75,0.5,0.5,4000,34.5,39.37,0.3,740,7,,
2,2475,0.53,0.75,0.166666667,0.166666667,1000,2,7.87,1.1,275,7,,
2.5,2475,0.98,0.875,0.166666667,0.166666667,1000,2.52,9.84,1.1,275,7,,
3,2475,0.98,1,0.2,0.2,1000,3.07,9.84,1.1,275,7,,
6,1931,,2.375,0.25,0.25,2500,6,,1.1,2220,1,,
10,1603,9.29,1.875,0.25,0.5,2500,8.78,,0.3,1480,5,,
4,1603,4.13,1.125,0.2,0.4,1500,3.62,,0.3,1480,5,,
2,1103,2,1,0.2,0.4,1000,1.69,,0.3,3705,5,,
4,2475,0.66,1.125,0.2,0.2,1500,3.98,11.81,1.1,275,7,,
6,2629,1.68,1.25,0.2,0.2,1500,5.98,13.78,1.1,275,7,,
8,2629,2.81,1.375,0.25,0.25,1500,7.99,17.72,1.1,275,7,,
10,2629,4.87,1.75,0.25,0.25,2500,10,17.72,1.1,275,7,,
2,6003,2.6,0.75,0.166666667,0.166666667,1000,2,7.87,0.3,1480,7,,
2.5,6003,2.8,0.875,0.166666667,0.166666667,1000,2.5,8.86,0.3,1480,7,,
3,6003,3.4,1,0.2,0.2,1000,3,9.84,0.3,1480,7,,
4,6003,4,1.125,0.2,0.2,1500,4,11.81,0.3,1480,7,,
6,6003,7.1,1.5,0.25,0.25,1500,6,17.72,0.3,1480,7,,
8,6003,8.4,1.625,0.25,0.25,2500,7.9,19.69,0.3,1480,7,,
10,6003,10.9,1.875,0.25,0.25,2500,9.8,22.05,0.3,1480,7,,
12,6003,12.7,2,0.25,0.25,2500,11.8,24.8,0.3,1480,7,,
14,6003,13.6,2.25,0.33333333,0.33333333,2500,12.9,29.53,0.3,1480,7,,
16,6003,15.5,2.5,0.33333333,0.33333333,2500,14.8,39.37,0.3,1480,7,,
18,6003,17.1,2.5,0.33333333,0.33333333,2500,16.5,39.37,0.3,1480,7,,
20,6003,19.5,2.75,0.33333333,0.33333333,4000,18.2,39.37,0.3,1480,7,,
2,9003,2.3,1,0.2,0.2,1000,1.9,9.84,0.3,2220,7,,
2.5,9003,2.7,1.125,0.2,0.2,1500,2.3,11.81,0.3,2220,7,,
3,9003,3.4,1.125,0.2,0.2,1500,2.8,11.81,0.3,2220,7,,
4,9003,4.9,1.25,0.2,0.2,1500,3.9,13.78,0.3,2220,7,,
6,9003,6.8,1.625,0.25,0.25,2500,5.7,19.69,0.3,2220,7,,
8,9003,8.1,1.875,0.25,0.25,2500,7.2,22.05,0.3,2220,7,,
10,9003,10.3,2.125,0.25,0.25,2500,9.4,29.53,0.3,2220,7,,
2,1303,2.3,1,0.2,0.2,1000,1.9,9.84,0.3,3705,7,,
2.5,1303,2.7,1.125,0.2,0.2,1500,2.3,11.81,0.3,3705,7,,
3,1303,3.4,1.25,0.2,0.2,1500,2.8,13.78,0.3,3705,7,,
4,1303,4.5,1.375,0.25,0.25,1500,3.6,15.75,0.3,3705,7,,
6,1303,6.5,1.75,0.25,0.25,2500,5.4,22.05,0.3,3705,7,,
8,1303,7.7,2.125,0.25,0.25,2500,7,29.53,0.3,3705,7,,
10,1303,7.7,2.5,0.33333333,0.33333333,2500,8.7,39.37,0.3,3705,7,,
14,1303,12.4,3,0.5,0.5,4000,11.4,39.37,0.3,3705,7,,
0.5,2447,0.47,0.5,0.1,0.1,1000,0.75,4.72,1.1,720,7,,
0.75,2447,0.47,0.5,0.1,0.1,1000,0.75,4.72,1.1,720,7,,
2,1531,0.71,0.75,0.166666667,0.166666667,1000,2,7.87,1.1,285,7,,
2.5,1531,1.3,0.875,0.166666667,0.166666667,1000,2.52,9.84,1.1,285,7,,
3,1531,1.34,1,0.2,0.2,1000,3,9.84,1.1,285,7,,
4,1531,1.86,1.125,0.2,0.2,1500,4,11.81,1.1,285,7,,
5,1531,2.24,1.25,0.2,0.2,1500,5,13.78,1.1,285,7,,
6,1531,2.74,1.25,0.2,0.2,1500,6,13.78,1.1,285,7,,
8,1531,2.7,1.5,0.25,0.25,1500,8,17.72,1.1,285,7,,
10,1531,4.3,1.75,0.25,0.25,2500,10,17.72,1.1,285,7,,
12,1531,4.53,1.875,0.25,0.25,2500,11.73,29.53,1.1,285,7,,
14,1531,4.92,1.875,0.25,0.25,2500,13,29.53,1.1,285,7,,
16,1531,6.44,2.125,0.25,0.25,2500,15.2,29.53,1.1,285,7,,
0.5,1973,0.93,0.5625,0.1,0.1,1000,0.5,6.3,0.3,1440,7,,
0.75,1973,1.19,0.5625,0.1,0.1,1000,0.75,6.3,0.3,1440,7,,
1,1973,1.38,0.625,0.125,0.125,1000,1,7.09,0.3,1440,7,,
1.5,1973,2.04,0.75,0.166666667,0.166666667,1000,1.5,7.87,0.3,1440,7,,
2,1973,2.46,0.75,0.166666667,0.166666667,1000,2,7.87,0.3,1440,7,,
3,1973,3.2,1,0.2,0.2,1000,3,9.84,0.3,1440,7,,
4,1973,4.4,1.125,0.2,0.2,1500,4,11.81,0.3,1440,7,,
6,1973,6.7,1.5,0.25,0.25,1500,6,17.72,0.3,1440,7,,
8,1973,9,1.625,0.25,0.25,2500,7.87,19.69,0.3,1440,7,,
10,1973,10.5,1.875,0.25,0.25,2500,9.75,22.05,0.3,1440,7,,
1,2447,0.71,0.625,0.125,0.125,1000,1,4.72,1.1,720,7,,
1.5,2447,0.91,0.75,0.166666667,0.166666667,1000,1.52,7.87,1.1,720,7,,
2,2447,0.84,0.75,0.166666667,0.166666667,1000,2,7.87,1.1,720,7,,
2.5,2447,1.23,0.875,0.166666667,0.166666667,1000,2.52,9.84,1.1,720,7,,
3,2447,1.14,1,0.2,0.2,1000,3.07,11.81,1.1,720,7,,
4,2447,1.38,1.125,0.2,0.2,1500,3.98,9.84,1.1,720,7,,
6,2447,2.47,1.375,0.25,0.25,1500,5.98,17.72,1.1,720,7,,
8,2447,2.76,1.5,0.25,0.25,1500,7.99,17.72,1.1,720,7,,
10,2447,5.35,1.75,0.25,0.25,2500,10,17.72,1.1,720,7,,
2,1983,0.98,0.875,0.166666667,0.166666667,1000,2,9.84,1.1,1440,7,,
2,3031,1.125,0.75,0.166666667,0.166666667,1000,2.01,7.87,1.1,740,7,,
2.5,3031,1.05,0.875,0.166666667,0.166666667,1000,2.52,9.84,1.1,740,7,,
3,3031,1.74,1,0.2,0.2,1000,2.99,11.81,1.1,740,7,,
4,3031,2.24,1.25,0.2,0.2,1500,4.02,9.84,1.1,740,7,,
5,3031,2.24,1.625,0.25,0.25,2500,5,16.93,1.1,740,7,,
6,3031,2.65,1.75,0.25,0.25,2500,5.98,17.72,1.1,740,7,,
8,3031,2.59,1.625,0.25,0.25,2500,7.99,17.72,1.1,740,7,,
10,3031,3.94,1.875,0.25,0.25,2500,9.84,17.72,1.1,740,7,,
12,3031,4.37,1.875,0.25,0.25,2500,11.73,29.53,1.1,740,7,,
3,1983,1.18,1.125,0.2,0.2,1500,3.07,13.78,1.1,1440,7,,
4,1983,2.28,1.25,0.2,0.2,1500,4.02,13.78,1.1,1440,7,,
6,1983,2.17,1.625,0.25,0.25,2500,5.98,17.72,1.1,1440,7,,
2,6031,0.83,0.875,0.166666667,0.166666667,1000,2.01,9.84,1.1,1480,7,,
2.5,6031,1.07,1,0.2,0.2,1000,2.52,11.81,1.1,1480,7,,
3,6031,1.23,1.125,0.2,0.2,1500,2.99,13.78,1.1,1480,7,,
4,6031,1.79,1.25,0.2,0.2,1500,4.02,13.78,1.1,1480,7,,
6,6031,2.76,1.625,0.25,0.25,2500,5.98,17.72,1.1,1480,7,,
8,6031,3.6,1.875,0.25,0.25,2500,7.99,17.72,1.1,1480,7,,
10,6031,4.83,2.125,0.25,0.25,2500,9.76,29.53,1.1,1480,7,,
12,6031,5.04,2.125,0.25,0.25,2500,11.73,29.53,1.1,1480,7,,
2,9031,1.08,1.125,0.2,0.2,1500,1.89,13.78,1.1,2220,7,,
3,9031,1.73,1.375,0.25,0.25,1500,2.87,17.72,1.1,2220,7,,
4,9031,2.28,1.75,0.25,0.25,2500,3.78,17.72,1.1,2220,7,,
6,9031,3.58,1.875,0.25,0.25,2500,5.83,17.72,1.1,2220,7,,
8,9031,3.58,2.125,0.25,0.25,2500,7.48,29.53,1.1,2220,7,,
2,1331,1.08,1.125,0.2,0.2,1500,1.89,13.78,1.1,3705,7,,
3,1331,1.71,1.375,0.25,0.25,1500,2.87,17.72,1.1,3705,7,,
4,1331,2.11,1.75,0.25,0.25,2500,3.78,17.72,1.1,3705,7,,
6,1331,2.46,2.25,0.33333333,0.33333333,2500,5.31,29.53,1.1,3705,7,,
8,1331,3.61,2.5,0.33333333,0.33333333,2500,6.93,39.37,1.1,3705,7,,
10,1331,4.34,2.75,0.33333333,0.33333333,4000,8.5,39.37,1.1,3705,7,,
10,6086,6.875,2.5,0.25,0.25,2500,10,26,1.1,1480,1,,
6,1103,5.7,1.75,0.25,0.25,2500,4.75,,0.3,3705,2,,
2.5,1903,3.04,1.125,0.2,0.2,1500,2.24,,0.3,2220,2,,
8,1603,8.9,1.625,0.25,0.25,2500,7.875,,0.3,1480,2,,
3,1903,3.25,1,0.142285714,0.285714286,1000,2.625,,0.3,2220,1,,
48,1503,50,3.5,0.5,1,4000,46,,0.3,285,4,,
8,1903,7.32,1.875,0.25,0.5,2500,6.7,,0.3,2220,5,,
10,1684Y,6.3,2.25,0.33333333,0.33333333,2500,9.06,,1.1,1480,5,,
14,1103,12.13,2.875,0.33333333,0.666666667,4000,10.24,,0.3,3705,5,,
4,1603,4.5,1.125,0.285714286,0.285714286,1500,4.02,,0.3,1480,15,,
2,1503,2.362204724,0.751968504,0.166666667,0.166666667,1000,2.007874016,7.086614173,0.3,285,15,44.1,
2.5,1503,2.834645669,0.751968504,0.2,0.2,1000,2.519685039,7.086614173,0.3,285,15,50.715,
2,3003,2.440944882,0.751968504,0.2,0.2,1000,2.007874016,7.086614173,0.3,740,15,55.125,
2.5,3003,2.755905512,0.751968504,0.2,0.2,1000,2.519685039,7.086614173,0.3,740,15,72.765,
2,1531,0.787401575,0.751968504,0.2,0.2,1000,1.929133858,7.086614173,1.1,285,15,48.51,
2,3031,0.866141732,0.751968504,0.2,0.2,1000,1.929133858,7.086614173,1.1,740,15,66.15,
3,1503,3.464566929,0.874015748,0.2,0.2,1000,3.031496063,8.818897638,0.3,285,15,72.765,
3,3003,3.346456693,0.874015748,0.2,0.2,1000,3.031496063,8.818897638,0.3,740,15,108.045,
2,6003,2.440944882,0.874015748,0.2,0.2,1000,2.007874016,8.818897638,0.3,1480,15,83.79,
2.5,6003,2.913385827,0.874015748,0.2,0.2,1000,2.519685039,8.818897638,0.3,1480,15,94.815,
2.5,1531,0.984251969,0.874015748,0.2,0.2,1000,2.440944882,7.874015748,1.1,285,15,70.56,
2.5,3031,1.062992126,0.874015748,0.2,0.2,1000,2.440944882,7.874015748,1.1,740,15,90.405,
2,6031,0.905511811,0.874015748,0.2,0.2,1000,1.929133858,7.874015748,1.1,1480,15,85.995,
4,1503,4.330708661,1,0.2,0.2,1000,4.015748031,10.23622047,0.3,285,15,103.635,
5,1503,5.31496063,1,0.2,0.2,1000,5,10.23622047,0.3,285,15,136.71,
4,3003,4.606299213,1,0.2,0.2,1000,4.015748031,10.23622047,0.3,740,15,143.325,
3,6003,3.385826772,1,0.2,0.2,1000,3.031496063,10.23622047,0.3,1480,15,149.94,
3,1531,1.102362205,1,0.2,0.2,1000,2.992125984,8.818897638,1.1,285,15,81.585,
3,3031,1.57480315,1,0.2,0.2,1000,2.992125984,8.818897638,1.1,740,15,130.095,
2.5,6031,1.141732283,1,0.2,0.2,1000,2.440944882,8.818897638,1.1,1480,15,116.865,
6,1503,6.496062992,1.125984252,0.25,0.25,1500,6.023622047,11.81102362,0.3,285,15,178.605,
5,3003,5.511811024,1.125984252,0.25,0.25,1500,5,11.81102362,0.3,740,15,211.68,
4,6003,4.488188976,1.125984252,0.25,0.25,1500,4.015748031,11.81102362,0.3,1480,15,240.345,
4,1531,1.456692913,1.125984252,0.25,0.25,1500,4.015748031,9.842519685,1.1,285,15,127.89,
5,1531,1.771653543,1.125984252,0.25,0.25,1500,4.921259843,11.02362205,1.1,285,15,180.81,
4,3031,1.614173228,1.125984252,0.25,0.25,1500,4.015748031,11.02362205,1.1,740,15,180.81,
3,6031,1.25984252,1.125984252,0.25,0.25,1500,2.992125984,9.842519685,1.1,1480,15,152.145,
8,1503,8.385826772,1.251968504,0.25,0.25,1500,8.031496063,13.97637795,0.3,285,15,262.395,
6,3003,6.692913386,1.251968504,0.25,0.25,1500,6.023622047,13.97637795,0.3,740,15,324.135,
6,1531,2.283464567,1.251968504,0.25,0.25,1500,5.984251969,12.4015748,1.1,285,15,240.345,
5,3031,1.929133858,1.251968504,0.25,0.25,1500,4.921259843,12.4015748,1.1,740,15,253.575,
4,6031,2.047244094,1.251968504,0.25,0.25,1500,4.015748031,12.4015748,1.1,1480,15,260.19,
5,6031,2.244094488,1.251968504,0.25,0.25,1500,4.921259843,13.97637795,1.1,1480,15,573.3,
10,1503,10.31496063,1.374015748,0.25,0.25,1500,10,15.7480315,0.3,285,15,385.875,
8,3003,8.661417323,1.374015748,0.25,0.25,1500,8.031496063,15.7480315,0.3,740,15,467.46,
8,1531,3.228346457,1.374015748,0.25,0.25,1500,7.992125984,15.7480315,1.1,285,15,405.72,
6,3031,2.322834646,1.374015748,0.25,0.25,1500,5.984251969,13.97637795,1.1,740,15,361.62,
12,1503,12.36220472,1.5,0.25,0.25,1500,12.00787402,17.71653543,0.3,285,15,601.965,
10,3003,10.62992126,1.5,0.25,0.25,1500,10,17.71653543,0.3,740,15,632.835,
5,6003,5.393700787,1.5,0.25,0.25,1500,5,15.7480315,0.3,1480,15,363.825,
6,6003,6.614173228,1.5,0.25,0.25,1500,6.023622047,15.7480315,0.3,1480,15,513.765,
10,1531,3.228346457,1.5,0.25,0.25,1500,10,17.71653543,1.1,285,15,657.09,
8,3031,3.149606299,1.5,0.25,0.25,1500,7.992125984,17.71653543,1.1,740,15,595.35,
14,1503,13.77952756,1.625984252,0.333333333,0.666666667,2500,13.26771654,19.68503937,0.3,285,15,796.005,
12,3003,12.44094488,1.625984252,0.333333333,0.333333333,2500,12.00787402,17.71653543,0.3,740,15,956.97,
8,6003,8.74015748,1.625984252,0.333333333,0.333333333,2500,7.874015748,17.71653543,0.3,1480,15,937.125,
12,1531,3.937007874,1.625984252,0.333333333,0.333333333,2500,12.00787402,19.68503937,1.1,285,15,1058.4,
10,3031,3.937007874,1.625984252,0.333333333,0.333333333,2500,10,19.68503937,1.1,740,15,970.2,
6,6031,2.362204724,1.625984252,0.333333333,0.333333333,2500,5.984251969,17.71653543,1.1,1480,15,705.6,
16,1503,15.7480315,1.751968504,0.333333333,0.666666667,2500,15.27559055,22.04724409,0.3,285,15,1117.935,
14,3003,13.85826772,1.751968504,0.333333333,0.666666667,2500,13.26771654,19.68503937,0.3,740,15,1190.7,
12,3031,4.330708661,1.751968504,0.333333333,0.333333333,2500,12.00787402,19.68503937,1.1,740,15,1653.75,
8,6031,3.228346457,1.751968504,0.333333333,0.333333333,2500,7.874015748,19.68503937,1.1,1480,15,1124.55,
18,1503,17.71653543,1.874015748,0.333333333,0.666666667,2500,17.28346457,22.04724409,0.3,285,15,1360.485,
16,3003,15.86614173,1.874015748,0.333333333,0.666666667,2500,15.27559055,22.04724409,0.3,740,15,2052.855,
10,6003,10.43307087,1.874015748,0.333333333,0.666666667,2500,9.763779528,19.68503937,0.3,1480,15,1472.94,
20,1503,19.76377953,2,0.333333333,0.666666667,2500,19.2519685,23.62204724,0.3,285,15,1644.93,
18,3003,17.51968504,2,0.333333333,0.666666667,2500,17.00787402,23.62204724,0.3,740,15,2778.3,
12,6003,12.48031496,2,0.333333333,0.666666667,2500,11.77165354,22.04724409,0.3,1480,15,2174.13,
10,6031,3.937007874,2,0.333333333,0.333333333,2500,9.763779528,21.65354331,1.1,1480,15,1543.5,
20,3003,19.68503937,2.125984252,0.333333333,0.666666667,2500,19.01574803,25.59055118,0.3,740,15,3411.135,
24,1503,23.81889764,2.251968504,0.333333333,0.666666667,2500,23.26771654,25.59055118,0.3,285,15,2551.185,
14,6003,13.66141732,2.251968504,0.333333333,0.666666667,2500,12.87401575,25.59055118,0.3,1480,15,2895.165,
16,6003,15.59055118,2.374015748,0.333333333,0.666666667,2500,14.76377953,31.49606299,0.3,1480,15,3735.27,
24,3003,23.93700787,2.5,0.333333333,0.666666667,2500,23.03149606,31.49606299,0.3,740,15,5673.465,
18,6003,17.4015748,2.5,0.333333333,0.666666667,2500,16.53543307,31.49606299,0.3,1480,15,5047.245,
20,6003,19.13385827,2.751968504,0.333333333,0.666666667,4000,18.26771654,39.37007874,0.3,1480,15,6136.515,
24,6003,22.83464567,3,0.333333333,0.666666667,4000,22.00787402,39.37007874,0.3,1480,15,9514.575,
14,1531,4.724409449,,,,,12.99212598,21.65354331,1.1,285,15,1477.35,
16,1531,5.511811024,,,,,14.4488189,21.65354331,1.1,285,15,1962.45,
10,1903,10.25,2.25,0.33333333,0.33333333,2500,8.5,,0.3,2220,2,,
10,1103,9.7,2.5,0.33333333,0.33333333,2500,9.5,,0.3,3705,2,,
32,1503,33.25,2.75,0.33333333,0.33333333,4000,31.25,,0.3,285,4,,
6,1303,6.244,1.75,0.25,0.25,2500,5.394,,0.3,3705,17,,
6,3003,6.772,1.25,0.2,0.2,1500,6.004,,0.3,740,17,,
10,3003,10.945,1.5,0.25,0.25,1500,10,,0.3,740,17,,
14,3003,14.339,1.75,0.25,0.5,2500,13.268,,0.3,740,17,,
24,3003,24.339,2.5,0.333,0.667,2500,23,,0.3,740,17,,
30,3003,29.016,2.875,0.333,0.667,4000,29.016,,0.3,740,17,,
36,3003,36.906,3.5,0.5,1,4000,34.488,,0.3,740,17,,
14,6003,14.311,2.25,0.333,0.667,2500,12.87,,0.3,1480,17,,
16,6003,16.299,2.375,0.333,0.667,2500,14.764,,0.3,1480,17,,
6,9003,6.642,1.625,0.25,0.25,2500,5.748,,0.3,2220,17,,
8,9003,8.409,1.875,0.25,0.5,2500,7.5,,0.3,2220,17,,
22,1431,4,6.5,0.5,0.5,5000,9,,1.1,11110,1,,
1,GL15,0.866,0.5625,0.1,0.1,1000,0.71,4.72,1.1,3705,14,12.1,
1,GL16,0.866,0.5625,0.1,0.1,1000,0.71,4.72,1.1,3705,14,12.1,
24,2467,24,2.5,0.33333333,0.666666667,2500,23,,0.3,720,15,,
